action,request_path,request_encoding,play_stage,client_evidence,request_fields,response_fields,cmn_effect,static_config_dependencies,persistence_entities,implementation_status,handling_class,test_fixture,device_validation,risk,next_step
equipment.melt,/index.php?do=equipment.melt,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),6 背包与装备,"[""ReconstructedJS/src_jsc/Cfg/Url.js:42"",""docs/ref/equipment.md#equipmentmelt"",""Views/Table/Cell/EquipmentTableViewCell.js:182 (_sell)"",""Views/Table/Cell/EquipmentTableViewCell.js:225 (_sell)""]","[""eids"",""user_id""]","[""add_list""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
equipment.multiMelt,/index.php?do=equipment.multiMelt,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),6 背包与装备,"[""ReconstructedJS/src_jsc/Cfg/Url.js:43"",""docs/ref/equipment.md#equipmentmultiMelt"",""Scene/Equ/EquipmentScene.js:219 (rightCB)""]","[""user_id""]","[""add_list""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
equipment.multiUpgrade,/index.php?do=equipment.multiUpgrade,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),6 背包与装备,"[""ReconstructedJS/src_jsc/Cfg/Url.js:59"",""docs/ref/equipment.md#equipmentmultiUpgrade"",""Scene/Equ/EquipmentScene.js:187 (rightCB)""]","[""forcepush"",""user_id""]","[""coin_not_enough"",""result""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
equipment.refine,/index.php?do=equipment.refine,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),6 背包与装备,"[""ReconstructedJS/src_jsc/Cfg/Url.js:132"",""docs/ref/equipment.md#equipmentrefine"",""Views/Dialog/RefineEquipmentDialog.js:410 (onConfirmRefine)""]","[""eaten_user_eids"",""eaten_user_items"",""forcepush"",""user_equipment_id"",""user_id""]","[""add_list.num""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
equipment.sell,/index.php?do=equipment.sell,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),6 背包与装备,"[""ReconstructedJS/src_jsc/Cfg/Url.js:41"",""docs/ref/equipment.md#equipmentsell""]",[],[],No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,UNKNOWN,missing,NOT DEVICE VERIFIED,No static call site or server behavior; reachability is not established.,Trace inline/dynamic URL and original client path before classifying or implementing.
equipment.upgrade,/index.php?do=equipment.upgrade,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),6 背包与装备,"[""ReconstructedJS/src_jsc/Cfg/Url.js:58"",""docs/ref/equipment.md#equipmentupgrade"",""Views/EquipmentReinforceView.js:131 (reinforceCallback)"",""Views/Dialog/EquipmentStrengthenDialog.js:249 (quick)"",""Views/Dialog/EquipmentStrengthenDialog.js:282 (streng)""]","[""forcepush"",""quick"",""user_equipment_id""]","[""upgrade_level""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
evolution.active,?do=evolution.active,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),7 常规成长,"[""ReconstructedJS/src_jsc/Cfg/Url.js:253"",""docs/ref/evolution.md#evolutionactive"",""Views/Awake/AwakeLayer.js:557 (ActivateCallback)""]","[""evolution_id"",""user_id""]","[""result""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
evolution.changeFate,/index.php?do=evolution.changeFate,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),7 常规成长,"[""ReconstructedJS/src_jsc/Cfg/Url.js:83"",""docs/ref/evolution.md#evolutionchangeFate"",""Views/Dialog/AwakeChangeYuanFenDialog.js:62 (loadCCBI)""]","[""evolution_id"",""fate_ids"",""ignoreRandEvent""]",[],No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
evolution.open,/index.php?do=evolution.open,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),7 常规成长,"[""ReconstructedJS/src_jsc/Cfg/Url.js:82"",""docs/ref/evolution.md#evolutionopen"",""Scene/Aga/AgaScene.js:972 (sendEvolutionReq)""]","[""evolution_id"",""ignoreRandEvent""]",[],No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
evolutionChest.getList,?do=evolutionChest.getList,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),10 长尾 / 待核,"[""ReconstructedJS/src_jsc/Cfg/Url.js:249"",""docs/ref/evolutionChest.md#evolutionChestgetList"",""Scene/Awake/AwakeBoxView.js:178 (getEvolutionChest)"",""Tools/Scene.js:225 (gotoEvolutionChest)""]","[""user_id""]",[],cmn models: mEvoChest.loadJson,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
evolutionChest.open,?do=evolutionChest.open,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),10 长尾 / 待核,"[""ReconstructedJS/src_jsc/Cfg/Url.js:250"",""docs/ref/evolutionChest.md#evolutionChestopen"",""Scene/Awake/AwakeBoxView.js:199 (goldBtnClicked)"",""Scene/Awake/AwakeBoxView.js:570 (init)""]","[""user_id""]","[""free_times"",""reward_info"",""reward_info.hasOwnProperty""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
evolutionChest.openTen,?do=evolutionChest.openTen,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),10 长尾 / 待核,"[""ReconstructedJS/src_jsc/Cfg/Url.js:251"",""docs/ref/evolutionChest.md#evolutionChestopenTen"",""Scene/Awake/AwakeBoxView.js:246 (copperBtnClicked)"",""Scene/Awake/AwakeBoxView.js:893 (init)""]","[""user_id""]","[""free_times"",""reward_info"",""reward_info.hasOwnProperty""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
evolutionChest.refresh,?do=evolutionChest.refresh,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),10 长尾 / 待核,"[""ReconstructedJS/src_jsc/Cfg/Url.js:252"",""docs/ref/evolutionChest.md#evolutionChestrefresh"",""Scene/Awake/AwakeBoxView.js:438 (updateBtnClicked)""]","[""user_id""]",[],cmn models: mEvoChest.loadJson,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
evolutionChest.synthetise,/index.php?do=evolutionChest.synthetise,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),10 长尾 / 待核,"[""ReconstructedJS/src_jsc/Cfg/Url.js:56"",""docs/ref/evolutionChest.md#evolutionChestsynthetise"",""Scene/Bag/BagScene.js:558 (rightCB)""]","[""universal_num"",""user_item_id""]","[""add_list""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
festival.getGift,/?do=festival.getGift,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),8 日常与经济,"[""ReconstructedJS/src_jsc/Cfg/Url.js:232"",""docs/ref/festival.md#festivalgetGift"",""Views/Dialog/PlantTreeDlg.js:395 (convertCallBack)""]","[""pk_id"",""user_id""]","[""result""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
festival.getRainDewList,/?do=festival.getRainDewList,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),8 日常与经济,"[""ReconstructedJS/src_jsc/Cfg/Url.js:230"",""docs/ref/festival.md#festivalgetRainDewList"",""Views/Dialog/PlantTreeDlg.js:443 (showWithSurrenderInfo)""]","[""user_id""]","[""result""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
festival.getScoreList,/?do=festival.getScoreList,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),8 日常与经济,"[""ReconstructedJS/src_jsc/Cfg/Url.js:229"",""docs/ref/festival.md#festivalgetScoreList"",""Views/Dialog/DuanWuDialog.js:449 (showWithSurrenderInfo)"",""Views/Dialog/JiFenDuiHuanDialog.js:445 (showWithSurrenderInfo)"",""Views/Dialog/LabourlDialog.js:445 (showWithSurrenderInfo)"",""Views/Dialog/MemorialDialog.js:445 (showWithSurrenderInfo)"",""Views/Dialog/PublicCopyDialog.js:451 (showWithSurrenderInfo)""]","[""user_id""]","[""result""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
festival.goFight,/?do=festival.goFight,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),8 日常与经济,"[""ReconstructedJS/src_jsc/Cfg/Url.js:34"",""docs/ref/festival.md#festivalgoFight"",""Scene/Copy/CopyScene.js:229 (initUI)"",""Scene/Copy/DuanWuCopyScene.js:229 (initUI)"",""Scene/Copy/LabourlCopyScene.js:229 (initUI)"",""Scene/Copy/MemorialCopyScene.js:229 (initUI)"",""Scene/Copy/PlantCopyScene.js:227 (initUI)"",""Scene/Copy/PublicCopyScene.js:239 (initUI)""]","[""boss_dungeon_id"",""boss_id"",""user_id""]",[],cmn models: xs.Models.FightInfo.create,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
festival.init,/?do=festival.init,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),8 日常与经济,"[""ReconstructedJS/src_jsc/Cfg/Url.js:35"",""docs/ref/festival.md#festivalinit"",""Scene/Copy/CopyScene.js:496 (requestService)"",""Scene/Copy/DuanWuCopyScene.js:496 (requestService)"",""Scene/Copy/LabourlCopyScene.js:496 (requestService)"",""Scene/Copy/MemorialCopyScene.js:496 (requestService)"",""Scene/Copy/PublicCopyScene.js:539 (requestService)""]","[""user_id""]",[],cmn models: mCopy.loadJson,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
festival.initRainDew,/?do=festival.initRainDew,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),8 日常与经济,"[""ReconstructedJS/src_jsc/Cfg/Url.js:36"",""docs/ref/festival.md#festivalinitRainDew"",""Scene/Copy/PlantCopyScene.js:494 (requestService)""]","[""user_id""]",[],cmn models: mCopy.loadJson,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
festival.scoreBuy,/?do=festival.scoreBuy,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),8 日常与经济,"[""ReconstructedJS/src_jsc/Cfg/Url.js:231"",""docs/ref/festival.md#festivalscoreBuy"",""Views/Dialog/DuanWuDialog.js:399 (rightCB)"",""Views/Dialog/JiFenDuiHuanDialog.js:395 (rightCB)"",""Views/Dialog/LabourlDialog.js:395 (rightCB)"",""Views/Dialog/MemorialDialog.js:395 (rightCB)"",""Views/Dialog/PublicCopyDialog.js:401 (rightCB)""]","[""pk_id"",""user_id""]","[""result""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
